model,query_count,precision_at_1_avg,precision_at_1_std,precision_at_1_min,precision_at_1_max,precision_at_5_avg,precision_at_5_std,precision_at_5_min,precision_at_5_max,hit_at_1_avg,hit_at_1_std,hit_at_1_min,hit_at_1_max,hit_at_5_avg,hit_at_5_std,hit_at_5_min,hit_at_5_max,recall_at_1_avg,recall_at_1_std,recall_at_1_min,recall_at_1_max,recall_at_5_avg,recall_at_5_std,recall_at_5_min,recall_at_5_max,recall_at_10_avg,recall_at_10_std,recall_at_10_min,recall_at_10_max,mrr_avg,mrr_std,mrr_min,mrr_max,ndcg_at_10_avg,ndcg_at_10_std,ndcg_at_10_min,ndcg_at_10_max,embedding_ms_avg,embedding_ms_std,embedding_ms_min,embedding_ms_max,search_ms_avg,search_ms_std,search_ms_min,search_ms_max,total_ms_avg,total_ms_std,total_ms_min,total_ms_max
current,80,0.7625,0.4255511132637301,0.0,1.0,0.6875,0.3739568825412898,0.0,1.0,0.7625,0.4255511132637301,0.0,1.0,0.8625,0.3443744328488978,0.0,1.0,0.725,0.425,0.0,1.0,0.8270833333333334,0.3578909575555102,0.0,1.0,0.8270833333333334,0.3578909575555102,0.0,1.0,0.7966666666666666,0.3756974994741263,0.0,1.0,0.7896286978193924,0.36464152952696366,0.0,1.0,19.03705374979836,5.213690999741559,5.175899997993838,36.11529999761842,31.458317500027988,14.905456507523942,8.187899999029469,84.49480000126641,51.74689875029799,17.14572137822284,13.441800001601223,91.91720000308123
