model,query_count,precision_at_1_avg,precision_at_1_std,precision_at_1_min,precision_at_1_max,precision_at_5_avg,precision_at_5_std,precision_at_5_min,precision_at_5_max,hit_at_1_avg,hit_at_1_std,hit_at_1_min,hit_at_1_max,hit_at_5_avg,hit_at_5_std,hit_at_5_min,hit_at_5_max,recall_at_1_avg,recall_at_1_std,recall_at_1_min,recall_at_1_max,recall_at_5_avg,recall_at_5_std,recall_at_5_min,recall_at_5_max,recall_at_10_avg,recall_at_10_std,recall_at_10_min,recall_at_10_max,mrr_avg,mrr_std,mrr_min,mrr_max,ndcg_at_10_avg,ndcg_at_10_std,ndcg_at_10_min,ndcg_at_10_max,embedding_ms_avg,embedding_ms_std,embedding_ms_min,embedding_ms_max,search_ms_avg,search_ms_std,search_ms_min,search_ms_max,total_ms_avg,total_ms_std,total_ms_min,total_ms_max
current,80,0.75,0.4330127018922193,0.0,1.0,0.7725000000000001,0.37382315337603156,0.0,1.0,0.75,0.4330127018922193,0.0,1.0,0.8625,0.3443744328488978,0.0,1.0,0.7104166666666667,0.4328071725504455,0.0,1.0,0.8166666666666667,0.3541421560145963,0.0,1.0,0.8229166666666666,0.3529083037183077,0.0,1.0,0.7900000000000001,0.37617039578715744,0.0,1.0,0.7808574473103382,0.36175006285935907,0.0,1.0,19.151253745076247,8.534332722084695,7.882499950937927,46.14190000575036,26.297172499471344,11.010789088315565,8.462200057692826,52.0562999881804,45.54207375040278,14.201433701689863,18.353800056502223,80.19249991048127
